"municipality","department","muni_anexo","file","size_kb","id_muni","qid","muni_gadm","commons_filename","commons_url","mid","upload_date","status"
"Pucará","Santa Cruz","Pucará","output/locator_maps/muni-maps-final/Pucara_muni_locator_map.svg",2837.4,"070805","Q1108166","Pucará","Pucará muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pucará_muni_locator_map.svg","M192032769","2026-05-15","uploaded"
"Puerto Quijarro","Santa Cruz","Puerto Quijarro","output/locator_maps/muni-maps-final/Puerto_Quijarro_muni_locator_map.svg",2837.4,"071402","Q1108256","Puerto Quijarro","Puerto Quijarro muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puerto_Quijarro_muni_locator_map.svg","M192032785","2026-05-15","uploaded"
"Puerto Suárez","Santa Cruz","Puerto Suárez","output/locator_maps/muni-maps-final/Puerto_Suarez_muni_locator_map.svg",2837.4,"071401","Q1108295","Puerto Suarez","Puerto Suárez muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puerto_Suárez_muni_locator_map.svg","M192032804","2026-05-15","uploaded"
"Quirusillas","Santa Cruz","Quirusillas","output/locator_maps/muni-maps-final/Quirusillas_muni_locator_map.svg",2837.4,"070904","Q1108303","Quirusillas","Quirusillas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Quirusillas_muni_locator_map.svg","M192032822","2026-05-15","uploaded"
"Roboré","Santa Cruz","Roboré","output/locator_maps/muni-maps-final/Robore_muni_locator_map.svg",2837.4,"070503","Q1108292","Roboré","Roboré muni locator map.svg","https://commons.wikimedia.org/wiki/File:Roboré_muni_locator_map.svg","M192032839","2026-05-15","uploaded"
"Saipina","Santa Cruz","Saipina","output/locator_maps/muni-maps-final/Saipina_muni_locator_map.svg",2837.4,"071302","Q1108162","Saipina","Saipina muni locator map.svg","https://commons.wikimedia.org/wiki/File:Saipina_muni_locator_map.svg","M192032860","2026-05-15","uploaded"
"Samaipata","Santa Cruz","Samaipata","output/locator_maps/muni-maps-final/Samaipata_muni_locator_map.svg",2837.4,"070901","Q1108155","Samaipata","Samaipata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Samaipata_muni_locator_map.svg","M192032950","2026-05-15","uploaded"
"San Antonio de Lomerío","Santa Cruz","San Antonio de Lomerío","output/locator_maps/muni-maps-final/San_Antonio_de_Lomerio_muni_locator_map.svg",2837.4,"071105","Q1108298","San Antonio de Lomerio","San Antonio de Lomerío muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Antonio_de_Lomerío_muni_locator_map.svg","M192032959","2026-05-15","uploaded"
"San Carlos","Santa Cruz","San Carlos","output/locator_maps/muni-maps-final/San_Carlos_muni_locator_map.svg",2837.4,"070402","Q507108","San Carlos","San Carlos muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Carlos_muni_locator_map.svg","M192032967","2026-05-15","uploaded"
"San Ignacio de Velasco","Santa Cruz","San Ignacio de Velasco","output/locator_maps/muni-maps-final/San_Ignacio_de_Velasco_muni_locator_map.svg",2837.4,"070301","Q916322","San Ignacio","San Ignacio de Velasco muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Ignacio_de_Velasco_muni_locator_map.svg","M192032974","2026-05-15","uploaded"
"San Javier","Santa Cruz","San Javier","output/locator_maps/muni-maps-final/San_Javier_(Santa_Cruz)_muni_locator_map.svg",2837.4,"071102","Q1531880","San Javier","San Javier (Santa Cruz) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Javier_(Santa_Cruz)_muni_locator_map.svg","M192032989","2026-05-15","uploaded"
"San José de Chiquitos","Santa Cruz","San José de Chiquitos","output/locator_maps/muni-maps-final/San_Jose_de_Chiquitos_muni_locator_map.svg",2837.4,"070501","Q1108177","San José","San José de Chiquitos muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_José_de_Chiquitos_muni_locator_map.svg","M192032997","2026-05-15","uploaded"
"San Juan de Yapacaní","Santa Cruz","San Juan de Yapacaní","output/locator_maps/muni-maps-final/San_Juan_de_Yapacani_muni_locator_map.svg",2837.4,"070404","Q1108226","San Juan","San Juan de Yapacaní muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Juan_de_Yapacaní_muni_locator_map.svg","M192033006","2026-05-15","uploaded"
"San Julián","Santa Cruz","San Julián","output/locator_maps/muni-maps-final/San_Julian_muni_locator_map.svg",2837.4,"071104","Q204307","San Julián","San Julián muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Julián_muni_locator_map.svg","M192033014","2026-05-15","uploaded"
"San Matías","Santa Cruz","San Matías","output/locator_maps/muni-maps-final/San_Matias_muni_locator_map.svg",2837.4,"071201","Q1107968","San Matías","San Matías muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Matías_muni_locator_map.svg","M192033019","2026-05-15","uploaded"
"San Miguel de Velasco","Santa Cruz","San Miguel de Velasco","output/locator_maps/muni-maps-final/San_Miguel_de_Velasco_muni_locator_map.svg",2837.4,"070302","Q1486932","San Miguel","San Miguel de Velasco muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Miguel_de_Velasco_muni_locator_map.svg","M192033029","2026-05-15","uploaded"
"San Pedro","Santa Cruz","San Pedro","output/locator_maps/muni-maps-final/San_Pedro_(Santa_Cruz)_muni_locator_map.svg",2837.4,"071005","Q668846","San Pedro","San Pedro (Santa Cruz) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Pedro_(Santa_Cruz)_muni_locator_map.svg","M192033043","2026-05-15","uploaded"
"San Rafael de Velasco","Santa Cruz","San Rafael de Velasco","output/locator_maps/muni-maps-final/San_Rafael_de_Velasco_muni_locator_map.svg",2837.4,"070303","Q1108286","San Rafael","San Rafael de Velasco muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Rafael_de_Velasco_muni_locator_map.svg","M192033062","2026-05-15","uploaded"
"San Ramón","Santa Cruz","San Ramón","output/locator_maps/muni-maps-final/San_Ramon_(Santa_Cruz)_muni_locator_map.svg",2837.4,"071103","Q1108183","San Ramón","San Ramón (Santa Cruz) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Ramón_(Santa_Cruz)_muni_locator_map.svg","M192033070","2026-05-15","uploaded"
"Santa Cruz de la Sierra","Santa Cruz","Santa Cruz de la Sierra","output/locator_maps/muni-maps-final/Santa_Cruz_de_la_Sierra_muni_locator_map.svg",2837.4,"070101","Q1107974","Santa Cruz de la Sierra","Santa Cruz de la Sierra muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santa_Cruz_de_la_Sierra_muni_locator_map.svg","M192033083","2026-05-15","uploaded"
"Santa Rosa del Sara","Santa Cruz","Santa Rosa del Sara","output/locator_maps/muni-maps-final/Santa_Rosa_del_Sara_muni_locator_map.svg",2837.4,"070602","Q1108258","Santa Rosa","Santa Rosa del Sara muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santa_Rosa_del_Sara_muni_locator_map.svg","M192033095","2026-05-15","uploaded"
"El Trigal","Santa Cruz","El Trigal","output/locator_maps/muni-maps-final/El_Trigal_muni_locator_map.svg",2837.4,"070802","Q542442","Trigal","El Trigal muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Trigal_muni_locator_map.svg","M192033110","2026-05-15","uploaded"
"Urubichá","Santa Cruz","Urubichá","output/locator_maps/muni-maps-final/Urubicha_muni_locator_map.svg",2837.4,"071502","Q1108192","Urubicha","Urubichá muni locator map.svg","https://commons.wikimedia.org/wiki/File:Urubichá_muni_locator_map.svg","M192033128","2026-05-15","uploaded"
"Vallegrande","Santa Cruz","Vallegrande","output/locator_maps/muni-maps-final/Vallegrande_muni_locator_map.svg",2837.4,"070801","Q690492","Vallegrande","Vallegrande muni locator map.svg","https://commons.wikimedia.org/wiki/File:Vallegrande_muni_locator_map.svg","M192033138","2026-05-15","uploaded"
"Warnes","Santa Cruz","Warnes","output/locator_maps/muni-maps-final/Warnes_muni_locator_map.svg",2837.4,"070201","Q1953261","Warnes","Warnes muni locator map.svg","https://commons.wikimedia.org/wiki/File:Warnes_muni_locator_map.svg","M192033145","2026-05-15","uploaded"
"Villa Yapacaní","Santa Cruz","Villa Yapacaní","output/locator_maps/muni-maps-final/Villa_Yapacani_muni_locator_map.svg",2837.4,"070403","Q1108189","Yapacaní","Villa Yapacaní muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Yapacaní_muni_locator_map.svg","M192033155","2026-05-15","uploaded"
"Bermejo","Tarija","Bermejo","output/locator_maps/muni-maps-final/Bermejo_muni_locator_map.svg",2837.4,"060202","Q328294","Bermejo","Bermejo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Bermejo_muni_locator_map.svg","M192033169","2026-05-15","uploaded"
"Caraparí","Tarija","Caraparí","output/locator_maps/muni-maps-final/Carapari_muni_locator_map.svg",2837.4,"060302","Q328289","Caraparí","Caraparí muni locator map.svg","https://commons.wikimedia.org/wiki/File:Caraparí_muni_locator_map.svg","M192033180","2026-05-15","uploaded"
"El Puente","Tarija","El Puente","output/locator_maps/muni-maps-final/El_Puente_(Tarija)_muni_locator_map.svg",2837.4,"060502","Q277520","El Puente","El Puente (Tarija) muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Puente_(Tarija)_muni_locator_map.svg","M192033188","2026-05-15","uploaded"
"Entre Ríos","Tarija","Entre Ríos","output/locator_maps/muni-maps-final/Entre_Rios_(Tarija)_muni_locator_map.svg",2837.4,"060601","Q15121209","Entre Ríos","Entre Ríos (Tarija) muni locator map.svg","https://commons.wikimedia.org/wiki/File:Entre_Ríos_(Tarija)_muni_locator_map.svg","M192033211","2026-05-15","uploaded"
"Padcaya","Tarija","Padcaya","output/locator_maps/muni-maps-final/Padcaya_muni_locator_map.svg",2837.4,"060201","Q328276","Padcaya","Padcaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Padcaya_muni_locator_map.svg","M192033220","2026-05-15","uploaded"
"San Lorenzo","Tarija","San Lorenzo","output/locator_maps/muni-maps-final/San_Lorenzo_(Tarija)_muni_locator_map.svg",2837.4,"060501","Q328285","San Lorenzo","San Lorenzo (Tarija) muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Lorenzo_(Tarija)_muni_locator_map.svg","M192033233","2026-05-15","uploaded"
"Tarija","Tarija","Tarija","output/locator_maps/muni-maps-final/Tarija_muni_locator_map.svg",2837.4,"060101","Q1953215","Tarija","Tarija muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tarija_muni_locator_map.svg","M192033247","2026-05-15","uploaded"
"Uriondo","Tarija","Uriondo","output/locator_maps/muni-maps-final/Uriondo_muni_locator_map.svg",2837.4,"060401","Q328281","Uriondo","Uriondo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Uriondo_muni_locator_map.svg","M192033256","2026-05-15","uploaded"
"Villa Montes","Tarija","Villa Montes","output/locator_maps/muni-maps-final/Villa_Montes_muni_locator_map.svg",2837.4,"060303","Q328298","Villa Montes","Villa Montes muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Montes_muni_locator_map.svg","M192033280","2026-05-15","uploaded"
"Yacuiba","Tarija","Yacuiba","output/locator_maps/muni-maps-final/Yacuiba_muni_locator_map.svg",2837.4,"060301","Q328303","Yacuiba","Yacuiba muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yacuiba_muni_locator_map.svg","M192033294","2026-05-15","uploaded"
"Yunchará","Tarija","Yunchará","output/locator_maps/muni-maps-final/Yunchara_muni_locator_map.svg",2837.4,"060402","Q328307","Yunchará","Yunchará muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yunchará_muni_locator_map.svg","M192033311","2026-05-15","uploaded"
