ns,title,source_category,pageid,page_length,wikidata_qid,n_chars,n_citations,n_refs,census_years_str,infobox_fields,n_fields,infobox_values,official_name,native_name,native_name_lang,settlement_type,image_skyline,pushpin_map,pushpin_label_position,coordinates,subdivision_type,subdivision_name,subdivision_type1,subdivision_type2,subdivision_name1,subdivision_name2,subdivision_name3,subdivision_type3,leader_title,leader_name,pushpin_map_caption,pushpin_label,population_total,timezone1,utc_offset,population_as_of,population_blank1,population_blank1_title,population_blank2_title,population_blank2,image_caption,imagesize,nickname,image_flag,image_seal,image_map,map_caption,established_title,established_date,mapsize,area_magnitude,area_total_km2,area_land_km2,area_water_km2,area_note,population_urban,population_note,population_metro,area_metro_km2,population_density_km2,timezone,timezone_dst,utc_offset_dst,elevation_m,elevation_ft,latitude,longitude,area_code,website,footnotes,other_name_hadar,image_blank_emblem,blank_emblem_type,blank_emblem_size,motto,image_map1,mapsize1,map_caption1,mapframe,subdivision_type4,subdivision_name4,established_title2,established_date2,established_title3,established_date3,government_footnotes,government_type,leader_title1,leader_name1,unit_pref,area_footnotes,area_total_sq_mi,area_land_sq_mi,area_water_sq_mi,area_water_percent,area_urban_km2,area_urban_sq_mi,area_metro_sq_mi,area_blank1_title,area_blank1_km2,area_blank1_sq_mi,elevation_footnotes,population_footnotes,population_density_sq_mi,postal_code_type,image_dot_map,dot_mapsize,dot_map_caption,dot_x,dot_y,leader_title2,leader_name2,leader_title3,leader_name3,leader_title4,leader_name4,name,type,image_alt,seat,seat_type,pushpin_map_alt,pushpin_relief,other_name,image_shield,founder,postal_code,population_est,pop_est_as_of,pop_est_footnotes,tegefenta_other_name,pushpin_mapsize,photo,blank_name,blank_info,leader_party,population_rural,mapframe-zoom,mapframe-wikidata,mapframe-marker,demographics_type1,demographics1_title1,demographics1_info1,flag_alt,map_alt,native_name_ceel-ogaden,flag_size,seal_size,shield_size,city_logo,citylogo_size,population_density_metro_km2,population_density_metro_sq_mi,population_density_urban_km2,population_density_urban_sq_mi,population_density_blank1_km2,population_density_blank1_sq_mi,blank1_name,blank1_info,area_total_acre,caption,area_total_ha,elevation_min_m,elevation_max_m,geocode,utc_offset1
0,Yoocaale,Category:Districts of Somali Region,57622566,5880,Q55638106,5880,2,3,,,22,,Yoocaale,NA,NA,District,NA,Central African Republic,bottom,NA,Country,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Imperial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,List of districts in the South Ethiopia Regional State,Category:Districts in South Ethiopia Regional State,81953906,498,Q137756709,498,0,0,,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Abala Abaya,Category:Districts in South Ethiopia Regional State,68666081,3256,Q108649310,3232,3,3,,,17,,NA,NA,wolaita/Amharic,District,Abala Abaya 02.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief administrator,Mesfin Bergene,NA,NA,"56,812",NA,NA,NA,NA,NA,NA,NA,Abaya lake shores in Abala Abaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abala Abaya,NA,NA,Paracho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Bako Gazer,Category:Districts in South Ethiopia Regional State,7621896,5202,Q2880293,5202,0,6,"1994, 2007",,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Bayra Koysha,Category:Districts in South Ethiopia Regional State,68666197,2592,Q108649302,2454,2,2,,,17,,Bayra Koysha,NA,NA,Woreda,Bayra Koysha.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief administrator,Merihun Mena,NA,NA,NA,EAT,+3,NA,NA,NA,NA,NA,Bayra Koysha land forms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beklo Segno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Bedessa, Wolaita",Category:Districts in South Ethiopia Regional State,65629768,4784,Q91353166,4769,4,4,2018,,23,,Bedessa,NA,NA,Town,NA,Wolayita Zone #Ethiopia,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Mayor,Daniel Tademe,Location within Wolayita ##Location within Ethiopia,NA,"35,294",NA,+3,2018,NA,NA,NA,NA,Bedessa street,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAT,NA,NA,"1,500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Bena Tsemay,Category:Districts in South Ethiopia Regional State,38562735,5533,Q4886778,5533,0,1,2007,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Boditi,Category:Districts in South Ethiopia Regional State,14307554,4671,Q965112,4659,2,4,"1994, 2023",,33,,NA,NA,wal/am,City,NA,Wolayita Zone#Ethiopia,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,Damot Gale,Woreda,Mayor,Eshetu Tadesse,Map showing Boditi within Wolayita##Map showing Boditi within Ethiopia,NA,"67,861",EAT,+3,2023,"32,941",Male,Female,"34,920",NA,NA,NA,NA,NA,NA,NA,NA,20 November 1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boditi,NA,Boditi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boditi skyline,"15,255","1,612","2,964",NA,NA
0,Boloso Bombe,Category:Districts in South Ethiopia Regional State,38450366,3411,Q4940000,3389,1,2,"2007, 2019",,23,,Boloso Bombe,NA,NA,District,Boloso Bombe District.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief administrator,Tadesse Zekarias,NA,NA,"109,789",EAT,+3,2019,"53,460",Male,Female,"56,329",Forest in Boloso Bombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Boloso Sore,Category:Districts in South Ethiopia Regional State,7606066,8028,Q2909507,8012,1,13,"1994, 2007, 2019",,22,,Boloso Sore,NA,NA,District,NA,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief administrator,Akililu Philfos,NA,NA,"279,218",EAT,+3,2019,"134,982",Male,Female,"144,236",Boloso Sore plain area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Areka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Bombe, Wolaita",Category:Districts in South Ethiopia Regional State,69128431,4328,Q109286637,4313,4,4,2019,,28,,Bombe,NA,NA,Town,NA,Wolayita Zone#Ethiopia,right,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,Boloso Bombe,Woreda,Mayor,Erdachew Tadesse,Bombe within Wolayita##Bombe within Ethiopia,Bombe,"11,969",EAT,+3,2019,"6,045",Males,Females,"5,924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Bule (woreda),Category:Districts in South Ethiopia Regional State,7605979,3936,Q567928,3936,0,4,"1994, 2007",,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Damot Gale,Category:Districts in South Ethiopia Regional State,7494242,7138,Q3012969,7126,1,7,"1994, 2007, 2019",,19,,NA,NA,NA,Woreda,NA,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief Administrator,Tamirat Kussa,NA,NA,"467,245",NA,NA,2019,"233,500",Male,Female,"233,745",Damota Gale landform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boditi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Damot Pulasa,Category:Districts in South Ethiopia Regional State,38460670,3170,Q5212917,3158,1,2,"2007, 2019",,23,,Damot Pulasa,NA,NA,Woreda,Daamoota Pullaasa.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief Administrator,Sisay Samuel,NA,NA,"135,760",EAT,+3,2019,"66,463",Male,Female,"69,297",Damota Pulasa farmland area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shanto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Damot Sore,Category:Districts in South Ethiopia Regional State,38450395,3134,Q5212918,3116,1,2,"2007, 2019",,20,,Damot Sore,NA,NA,Woreda,Daamota Soore.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,NA,NA,NA,NA,"131,078",EAT,+3,2019,"63,845",Male,Female,"67,233",Damota Sore wide farmland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gununo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Damot Weyde,Category:Districts in South Ethiopia Regional State,7480108,5443,Q3012972,5431,0,4,"1994, 2007",,21,,Damot Weyde,NA,wolaita/Amharic,District,Damot Weyide.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,NA,NA,Chief administrator,Tekle Toma,NA,NA,"91,602",NA,NA,2007,"44,861",Male,Female,"46,741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bedessa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Dasenech (woreda),Category:Districts in South Ethiopia Regional State,57622588,5157,Q55609047,5157,2,3,,,22,,Dasenech,NA,NA,District,NA,Central African Republic,bottom,NA,Country,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Imperial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Diguna Fango,Category:Districts in South Ethiopia Regional State,38460709,3252,Q5276377,3234,1,2,"2007, 2019",,22,,Diguna Fango,NA,NA,Woreda,Diguna Fango.jpg,NA,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia,Wolaita,NA,NA,Chief administrator,Temesgen Dansa,NA,NA,"122,924",NA,NA,2019,"60,326",Male,Female,"62,924",NA,NA,NA,NA,NA,NA,NA,Established,1998 E.C.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bitena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prosperity Party,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Dilla, Ethiopia",Category:Districts in South Ethiopia Regional State,2168419,12479,Q905423,12460,4,13,"1994, 2007",,33,,Dilla,ዲላ,NA,Town,NA,Ethiopia,right,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Gedeo,NA,NA,NA,NA,Location within Ethiopia,NA,59150,NA,+3,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,auto,EAT,NA,NA,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151682,2021,NA,NA,NA,NA,Climate,Aw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Dimtu,Category:Districts in South Ethiopia Regional State,65224074,6702,Q100928375,6662,7,10,2018,,27,,Dimtu,NA,Wol/Am,City,Dimtu (Wolaita) Town.jpg,Wolayita Zone#Ethiopia,NA,NA,Country,Ethiopia,Region,Zone,South Ethiopia Regional State,Wolaita,Diguna Fango,Woreda,Mayor,'''Zekarias Wontamo''',Dimtu Location within Wolayita##Dimtu Location within Ethiopia,NA,"25,294",NA,+3,2018,NA,NA,NA,NA,Dimtu town,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAT,NA,NA,"1,400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dimtu,NA,NA,NA,NA,NA,NA,Bilate Tena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Geze Gofa,Category:Districts in South Ethiopia Regional State,38841713,2373,Q16979432,2373,2,3,2007,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Hamer (woreda),Category:Districts in South Ethiopia Regional State,7621689,1924,Q3126412,1924,0,1,2007,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
